"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","联系方式备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间","商品id","分阶段订单信息","备注标签","商家备注","主订单买家留言","发货时间","物流单号","物流公司","是否赔付","赔付金额","赔付出账时间"
="2023676150201747276",="2023676150201747276","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易关闭","YD105米杏",="2023112122001198781413881884","99.00","99.00","退款成功","99.00","2023-11-21 22:25:15","2023-11-21 22:25:17",="710443252162","null","null","","null","null","null","null","否","null","null"
="2023043376001052285",="2023043376001052285","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易成功","YD105米杏",="2023112122001133751458210298","99.00","99.00","没有申请退款","无退款申请","2023-11-21 21:55:49","2023-11-21 21:56:14",="710443252162","null","null","","null","2023-11-23 17:15:44","No:773256904265393","申通快递","否","null","null"
="3641117834525023012",="3641117834525023012","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易关闭","YD105深咖",="2023112122001190871445407823","99.00","99.00","退款成功","99.00","2023-11-21 21:49:35","2023-11-21 21:49:43",="710443252162","null","null","","null","null","null","null","否","null","null"
="3641191887066324565",="3641191887066324565","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易成功","YD105黑色",="2023112122001166301405312465","99.00","99.00","没有申请退款","无退款申请","2023-11-21 21:23:19","2023-11-21 21:23:24",="710443252162","null","null","","null","2023-11-23 16:50:41","No:773256904265381","申通快递","否","null","null"
="3641053898278571741",="3641053898278571741","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易成功","YD105灰色",="2023112122001120301410314808","99.00","99.00","没有申请退款","无退款申请","2023-11-21 21:11:58","2023-11-21 21:12:10",="710443252162","null","null","","null","2023-11-22 14:22:45","No:773256703023706","申通快递","否","null","null"
="2023661965831607981",="2023661965831607981","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易成功","YD105深咖",="2023112122001190191459210799","99.00","99.00","没有申请退款","无退款申请","2023-11-21 20:55:18","2023-11-21 20:55:25",="710443252162","null","null","","null","2023-11-23 16:47:57","No:773256904265370","申通快递","否","null","null"
="2023662721199607981",="2023662721199607981","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易关闭","YD105灰色",="2023112122001190191404909603","99.00","99.00","退款成功","99.00","2023-11-21 20:54:55","2023-11-21 20:55:02",="710443252162","null","null","","null","null","null","null","否","null","null"
="3641012102153881428",="3641012102153881428","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易成功","YD105米杏",="2023112122001164931443242788","99.00","99.00","没有申请退款","无退款申请","2023-11-21 20:48:41","2023-11-21 20:49:02",="710443252162","null","null","","null","2023-11-23 17:15:22","No:773256904265368","申通快递","否","null","null"
="3640884913404222956",="3640884913404222956","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易成功","YD105灰色",="2023112122001193511401279195","99.00","99.00","没有申请退款","无退款申请","2023-11-21 20:45:01","2023-11-21 20:45:07",="710443252162","null","null","","null","2023-11-22 14:22:29","No:773256703023690","申通快递","否","null","null"
="3640873069971644050",="3640873069971644050","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易关闭","YD105深咖",="2023112122001179411450614015","99.00","99.00","退款成功","99.00","2023-11-21 20:39:30","2023-11-21 20:39:43",="710443252162","null","null","","null","null","null","null","否","null","null"
="3640987262180998420",="3640987262180998420","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易关闭","YD105深咖",="2023112122001169481443531629","99.00","99.00","退款成功","99.00","2023-11-21 20:35:41","2023-11-21 20:35:46",="710443252162","null","null","(收) YD105深咖*1#","null","2023-11-22 14:16:37","No:773256703023688","申通快递","否","null","null"
="3640963106034739019",="3640963106034739019","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易关闭","YD105黑色",="2023112122001126241435235131","99.00","99.00","退款成功","99.00","2023-11-21 20:23:03","2023-11-21 20:23:10",="710443252162","null","null","","null","null","null","null","否","null","null"
="2022962916051729373",="2022962916051729373","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易关闭","YD105灰色",="2023112122001138011429273855","99.00","99.00","退款成功","99.00","2023-11-21 20:17:27","2023-11-21 20:17:35",="710443252162","null","null","","null","null","null","null","否","null","null"
="2022961836050795870",="2022961836049795870","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易成功","YD105深咖",="2023112122001142941417616307","99.00","99.00","没有申请退款","无退款申请","2023-11-21 20:16:19","2023-11-21 20:16:24",="710443252162","null","null","","null","2023-11-23 17:01:15","No:773256904265356","申通快递","否","null","null"
="2022961836051795870",="2022961836049795870","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易成功","YD105米杏",="2023112122001142941417616307","99.00","99.00","没有申请退款","无退款申请","2023-11-21 20:16:19","2023-11-21 20:16:24",="710443252162","null","null","","null","2023-11-23 17:01:15","No:773256904265356","申通快递","否","null","null"
="2023620097867545481",="2023620097866545481","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易关闭","YD105灰色",="2023112122001133721423917808","99.00","99.00","退款成功","99.00","2023-11-21 20:09:01","2023-11-21 20:09:06",="710443252162","null","null","","null","null","null","null","否","null","null"
="2023620097868545481",="2023620097866545481","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易关闭","YD105米杏",="2023112122001133721423917808","99.00","99.00","退款成功","99.00","2023-11-21 20:09:01","2023-11-21 20:09:06",="710443252162","null","null","","null","null","null","null","否","null","null"
="3640388652095889846",="3640388652095889846","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易成功","YD105黑色",="2023112122001100221446061322","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:52:22","2023-11-21 19:52:29",="710443252162","null","null","","null","2023-11-23 16:50:23","No:773256904265344","申通快递","否","null","null"
="2023303983600795870",="2023303983600795870","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易关闭","YD105米杏",="2023112122001142941422228685","99.00","99.00","退款成功","99.00","2023-11-21 19:41:40","2023-11-21 19:41:45",="710443252162","null","null","","null","null","null","null","否","null","null"
="3640996047576299534",="3640996047576299534","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105深咖","颜色分类：深咖","null","null","交易成功","YD105深咖",="2023112122001150441439456873","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:40:28","2023-11-21 19:40:47",="710443252162","null","null","","null","2023-11-22 14:16:56","No:773256703023664","申通快递","否","null","null"
="3640363632402701813",="3640363632402701813","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易成功","YD105灰色",="2023112122001120711439958947","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:33:25","2023-11-21 19:33:34",="710443252162","null","null","","null","2023-11-22 14:22:02","No:773256703023652","申通快递","否","null","null"
="2023592053719191889",="2023592053719191889","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易成功","YD105灰色",="2023112122001174521456673288","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:32:05","2023-11-21 19:32:13",="710443252162","null","null","","null","2023-11-22 14:21:43","No:773256703023645","申通快递","否","null","null"
="2022926736742080577",="2022926736742080577","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易成功","YD105米杏",="2023112122001137871424239078","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:32:03","2023-11-21 19:32:10",="710443252162","null","null","","null","2023-11-22 15:34:49","No:773256703023639","申通快递","否","null","null"
="2023592485487080577",="2023592485487080577","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易关闭","YD105黑色",="2023112122001137871424914637","99.00","99.00","退款成功","99.00","2023-11-21 19:31:48","2023-11-21 19:31:54",="710443252162","null","null","","null","null","null","null","否","null","null"
="2022926628206904279",="2022926628206904279","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易成功","YD105黑色",="2023112122001187841413691104","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:30:33","2023-11-21 19:30:39",="710443252162","null","null","","null","2023-11-23 16:50:05","No:773256904265332","申通快递","否","null","null"
="2023297719291147080",="2023297719291147080","【言选好物】慕江南-腰带-简约细腰腰带","99.00","19","YD105黑色","颜色分类：黑色[103*45cm]","null","null","交易关闭","YD105黑色",="2023112122001143741415968363","30.00","30.00","退款成功","30.00","2023-11-21 19:29:56","2023-11-21 19:30:20",="710443252162","null","null","","null","null","null","null","否","null","null"
="2023590433301199179",="2023590433301199179","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105米杏","颜色分类：米杏","null","null","交易成功","YD105米杏",="2023112122001181391406561269","99.00","99.00","没有申请退款","无退款申请","2023-11-21 19:28:55","2023-11-21 19:28:56",="710443252162","null","null","","null","2023-11-22 15:34:33","No:773256703023615","申通快递","否","null","null"
="2023295199915566898",="2023295199915566898","【言选好物】慕江南-腰带-简约细腰腰带","99.00","1","YD105灰色","颜色分类：灰色","null","null","交易关闭","YD105灰色",="2023112122001116991431628335","99.00","99.00","退款成功","99.00","2023-11-21 19:28:53","2023-11-21 19:29:07",="710443252162","null","null","(收) YD105灰色*1#","null","2023-11-22 14:21:21","No:773256703023627","申通快递","否","null","null"
="3635837102337325051",="3635837102337325051","【老板娘美林】666","598.00","1","DSDC3003黑咖F","颜色分类：神秘色[188*45]","null","null","交易关闭","DSDC3003黑咖F",="2023111822001127291437418048","598.00","598.00","退款成功","598.00","2023-11-18 11:28:19","2023-11-18 11:28:26",="748410776822","null","null","(收) DSDC3003黑咖F*1#","null","2023-11-19 10:09:57","No:773256101315745","申通快递","否","null","null"
